date,week_status,day_status_num,day_of_week,load_type,usage_kwh,lagging_current_reactive_power_kvarh,leading_current_reactive_power_kvarh,co2_tco2,lagging_current_power_factor,leading_current_power_factor,nsm,mixed_type_col,day_of_week_raw,week_status_raw,load_type_raw,mixed_type_col_num,mixed_type_col_label
2018-01-01 02:30:00,Weekday,0,Monday,Light_Load,3.78,4.72,0.0,0.0,62.51,100.0,9000,838,Monday,Weekday,Light_Load,838.0,
2018-01-01 02:45:00,Weekday,0,Monday,Light_Load,3.46,4.03,0.0,0.0,65.14,100.0,9900,290,Monday, wEEKDAY ,Light_Load,290.0,
2018-01-01 03:00:00,Weekday,0,Monday,Light_Load,3.24,3.64,0.0,0.0,66.49,100.0,10800,529,Monday,Weekday,Light_Load,529.0,
2018-01-01 03:15:00,Weekday,0,Monday,Light_Load,3.96,4.97,0.0,0.0,62.32,100.0,11700,493,Monday,Weekday,Light_Load,493.0,
2018-01-01 03:30:00,Weekday,0,Monday,Light_Load,3.31,3.74,0.0,0.0,66.27,100.0,12600,bad,Monday,Weekday,Light_Load,,bad
2018-01-01 03:45:00,Weekday,0,Monday,Light_Load,3.31,3.85,0.0,0.0,65.19,100.0,13500,13,Monday,Weekday,Light_Load,13.0,
2018-01-01 04:00:00,Weekday,0,Monday,Light_Load,3.89,5.0,0.0,0.0,61.4,100.0,14400,418,Monday,Weekday,Light_Load,418.0,
2018-01-01 04:15:00,Weekday,0,Monday,Light_Load,3.28,3.82,0.0,0.0,65.14,100.0,15300,510,Monday,Weekday,Light_Load,510.0,
2018-01-01 04:30:00,Weekday,0,Monday,Light_Load,3.56,4.28,0.0,0.0,63.95,100.0,16200,872,Monday,Weekday,Light_Load,872.0,
2018-01-01 04:45:00,Weekday,0,Monday,Light_Load,3.74,4.54,0.0,0.0,63.58,100.0,17100,929,Monday,,Light_Load,929.0,
2018-01-01 05:00:00,Weekday,0,Monday,Light_Load,3.31,3.6,0.0,0.0,67.68,100.0,18000,, mONDAY ,Weekday,Light_Load,,
2018-01-01 05:30:00,Weekday,0,Monday,Light_Load,3.56,4.1,0.0,0.0,65.56,100.0,19800,798,Monday,Weekday, lIGHT_lOAD ,798.0,
2018-01-01 05:45:00,Weekday,0,Monday,Light_Load,3.28,3.49,0.0,0.0,68.48,100.0,20700,bad,Monday,Weekday,Light_Load,,bad
2018-01-01 06:00:00,Weekday,0,Monday,Light_Load,3.78,4.32,0.0,0.0,65.85,100.0,21600,809,Monday,Weekday,Light_Load,809.0,
2018-01-01 06:15:00,Weekday,0,Monday,Light_Load,3.35,3.64,0.0,0.0,67.72,100.0,22500,bad,Monday,Weekday,Light_Load,,bad
2018-01-01 06:30:00,Weekday,0,Monday,Light_Load,3.24,3.35,0.0,0.0,69.52,100.0,23400,214,Monday,Weekday,Light_Load,214.0,
2018-01-01 06:45:00,Weekday,0,Monday,Light_Load,3.89,4.46,0.0,0.0,65.73,100.0,24300,unknown,Monday,Weekday,Light_Load,,unknown
2018-01-01 07:00:00,Weekday,0,Monday,Light_Load,3.31,3.53,0.0,0.0,68.4,100.0,25200,91,Monday,Weekday,Light_Load,91.0,
2018-01-01 07:15:00,Weekday,0,Monday,Light_Load,3.28,3.49,0.0,0.0,68.48,100.0,26100,89,Monday,Weekday,Light_Load,89.0,
2018-01-01 07:30:00,Weekday,0,Monday,Light_Load,3.85,4.75,0.0,0.0,62.97,100.0,27000,552,Monday,Weekday,Light_Load,552.0,
2018-01-01 07:45:00,Weekday,0,Monday,Light_Load,3.2,3.6,0.0,0.0,66.44,100.0,27900,883,Monday,Weekday,Light_Load,883.0,
2018-01-01 08:00:00,Weekday,0,Monday,Light_Load,3.31,3.78,0.0,0.0,65.88,100.0,28800,897,Monday,Weekday, lIGHT_lOAD ,897.0,
2018-01-01 08:15:00,Weekday,0,Monday,Light_Load,3.78,4.75,0.0,0.0,62.27,100.0,29700,31,Monday,Weekday,Light_Load,31.0,
2018-01-01 08:30:00,Weekday,0,Monday,Light_Load,3.28,3.74,0.0,0.0,65.94,100.0,30600,842,Monday,Weekday,Light_Load,842.0,
2018-01-01 08:45:00,Weekday,0,Monday,Light_Load,3.49,4.46,0.18,0.0,61.63,99.87,31500,215,Monday,Weekday,Light_Load,215.0,
2018-01-01 09:00:00,Weekday,0,Monday,Light_Load,3.89,0.0,5.4,0.0,100.0,24.11,32400,bad,Monday,Weekday,Light_Load,,bad
2018-01-01 09:15:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0,100.0,20.76,33300,603,Monday,Weekday,Light_Load,603.0,
2018-01-01 09:30:00,Weekday,0,Monday,Light_Load,4.03,0.0,0.0,0.0,100.0,18.61,34200,690,Monday,Weekday,Light_Load,690.0,
2018-01-01 09:45:00,Weekday,0,Monday,Light_Load,3.92,0.0,5.4,0.0,100.0,19.98,35100,,Monday,Weekday,,,
2018-01-01 10:00:00,Weekday,0,Monday,Light_Load,3.64,0.0,5.4,0.0,100.0,21.08,36000,596,Monday,Weekday,Light_Load,596.0,
2018-01-01 10:15:00,Weekday,0,Monday,Light_Load,4.07,0.0,5.4,0.0,100.0,17.94,36900,577,Monday,Weekday, lIGHT_lOAD ,577.0,
2018-01-01 10:30:00,Weekday,0,Monday,Light_Load,3.71,0.0,5.4,0.0,100.0,20.19,37800,,Monday,Weekday,Light_Load,,
2018-01-01 10:45:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0,100.0,20.81,38700,897,Monday,Weekday,Light_Load,897.0,
2018-01-01 11:15:00,Weekday,0,Monday,Light_Load,3.49,0.0,5.4,0.0,62.285,100.0,40500,762,Monday,Weekday,Light_Load,762.0,
2018-01-01 11:30:00,Weekday,0,Monday,Light_Load,3.46,0.0,4.82,0.0,100.0,58.31,41400,681,Monday,Weekday,Light_Load,681.0,
2018-01-01 11:45:00,Weekday,0,Monday,Light_Load,4.0,0.0,5.4,0.0,100.0,51.26,42300,87,Monday,Weekday,Light_Load,87.0,
2018-01-01 12:15:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0,100.0,26.9,44100,559,Monday,Weekday,Light_Load,559.0,
2018-01-01 12:30:00,Weekday,0,Monday,Light_Load,4.25,0.0,5.4,0.0,100.0,18.06,45000,280,Monday,Weekday,Light_Load,280.0,
2018-01-01 12:45:00,Weekday,0,Monday,Light_Load,3.67,0.0,5.4,0.0,100.0,21.5,45900,138,Monday,Weekday,Light_Load,138.0,
2018-01-01 13:00:00,Weekday,0,Monday,Light_Load,3.67,0.0,5.4,0.0,100.0,21.55,46800,494,Monday,Weekday,Light_Load,494.0,
2018-01-01 13:15:00,Weekday,0,Monday,Light_Load,4.25,0.0,5.4,0.0,100.0,17.92,47700,,Monday,Weekday,Light_Load,,
2018-01-01 13:30:00,Weekday,0,Monday,Light_Load,3.64,0.0,5.4,0.0,100.0,21.25,48600,unknown,Monday,Weekday,Light_Load,,unknown
2018-01-01 13:45:00,Weekday,0,Monday,Light_Load,3.67,0.0,5.4,0.0,62.285,21.11,49500,593,Monday,Weekday,Light_Load,593.0,
2018-01-01 14:00:00,Weekday,0,Monday,Light_Load,4.28,0.0,5.4,0.0,62.285,17.99,50400,207,Monday,Weekday,Light_Load,207.0,
2018-01-01 14:15:00,Weekday,0,Monday,Light_Load,3.64,0.0,5.4,0.0,100.0,21.33,51300,,Monday,Weekday,Light_Load,,
2018-01-01 14:30:00,Weekday,0,Monday,Light_Load,3.78,0.0,5.4,0.0,100.0,20.28,52200,bad, mONDAY ,Weekday,Light_Load,,bad
2018-01-01 14:45:00,Weekday,0,Monday,Light_Load,4.1,0.0,5.4,0.0,100.0,18.24,53100,116,Monday,Weekday,Light_Load,116.0,
2018-01-01 15:15:00,Weekday,0,Monday,Light_Load,3.92,0.0,5.4,0.0,100.0,19.87,54900,493,Monday,Weekday,Light_Load,493.0,
2018-01-01 15:30:00,Weekday,0,Monday,Light_Load,4.1,0.0,5.4,0.0,100.0,18.86,55800,174,Monday,Weekday,Light_Load,174.0,
2018-01-01 15:45:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0,100.0,20.94,56700,540,Monday,Weekday, lIGHT_lOAD ,540.0,
2018-01-01 16:15:00,Weekday,0,Monday,Light_Load,4.0,0.0,5.4,0.0,100.0,18.91,58500,,Monday,Weekday,Light_Load,,
2018-01-01 16:30:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0,100.0,20.94,59400,bad,Monday,Weekday,Light_Load,,bad
2018-01-01 16:45:00,Weekday,0,Monday,Light_Load,4.07,0.0,5.4,0.0,100.0,18.48,60300,unknown,Monday,Weekday,Light_Load,,unknown
2018-01-01 17:15:00,Weekday,0,Monday,Light_Load,3.56,0.0,5.4,0.0,100.0,20.54,62100,832,Monday,Weekday,Light_Load,832.0,
2018-01-01 17:30:00,Weekday,0,Monday,Light_Load,4.1,0.0,5.4,0.0,100.0,17.18,63000,813,Monday,Weekday,Light_Load,813.0,
2018-01-01 17:45:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0,100.0,20.27,63900,455,Monday,Weekday,Light_Load,455.0,
2018-01-01 18:00:00,Weekday,0,Monday,Light_Load,3.6,0.0,5.4,0.0016613924122845945,100.0,20.32,64800,,Monday,Weekday,Light_Load,,
2018-01-01 18:15:00,Weekday,0,Monday,Light_Load,4.0,0.0,5.4,0.0,100.0,40.77,65700,530,Monday,Weekday,Light_Load,530.0,
2018-01-01 18:30:00,Weekday,0,Monday,Light_Load,3.42,0.0,5.4,0.0,100.0,53.01,66600,766,Monday,Weekday,Light_Load,766.0,
2018-01-01 18:45:00,Weekday,0,Monday,Light_Load,3.67,0.0,5.4,0.0,100.0,22.04,67500,764,Monday,Weekday,Light_Load,764.0,
2018-01-01 19:00:00,Weekday,0,Monday,Light_Load,4.07,0.0,5.4,0.0,100.0,17.75,68400,42,Monday,Weekday,Light_Load,42.0,
2018-01-01 19:15:00,Weekday,0,Monday,Light_Load,3.53,0.0,5.4,0.0,100.0,19.89,69300,101,Monday,Weekday,Light_Load,101.0,
2018-01-01 19:30:00,Weekday,0,Monday,Light_Load,3.85,0.0,5.4,0.0,100.0,18.25,70200,268,Monday,Weekday,Light_Load,268.0,
2018-01-01 19:45:00,Weekday,0,Monday,Light_Load,3.96,0.0,5.4,0.0,100.0,18.63,71100,292, mONDAY ,Weekday,Light_Load,292.0,
2018-01-01 20:00:00,Weekday,0,Monday,Light_Load,3.56,0.0,5.4,0.0,100.0,20.1,72000,233,Monday, wEEKDAY ,Light_Load,233.0,
2018-01-01 20:15:00,Weekday,0,Monday,Light_Load,4.03,0.0,5.4,0.0,100.0,17.6,72900,630,Monday,Weekday,Light_Load,630.0,
2018-01-01 20:30:00,Weekday,0,Monday,Light_Load,3.74,0.0,5.4,0.0,100.0,18.79,73800,unknown,Monday,Weekday,Light_Load,,unknown
2018-01-01 21:00:00,Weekday,0,Monday,Light_Load,4.21,0.0,5.4,0.0,100.0,17.1,75600,bad,Monday,Weekday,Light_Load,,bad
2018-01-01 21:15:00,Weekday,0,Monday,Light_Load,3.56,0.0,5.4,0.0,100.0,19.66,76500,250,Monday,Weekday,Light_Load,250.0,
2018-01-01 21:30:00,Weekday,0,Monday,Light_Load,3.53,0.0,5.4,0.0,100.0,19.86,77400,681,Monday,Weekday,Light_Load,681.0,
2018-01-01 21:45:00,Weekday,0,Monday,Light_Load,4.25,0.0,5.4,0.0,100.0,16.63,78300,145, mONDAY ,Weekday,Light_Load,145.0,
2018-01-01 22:00:00,Weekday,0,Monday,Light_Load,3.53,0.0,5.4,0.0,100.0,19.77,79200,776, mONDAY ,Weekday,Light_Load,776.0,
2018-01-01 22:15:00,Weekday,0,Monday,Light_Load,3.56,1.44,5.4,0.0,92.7,33.3,80100,unknown,Monday,Weekday,Light_Load,,unknown
2018-01-01 22:30:00,Weekday,0,Monday,Light_Load,3.67,4.21,0.0,0.0,65.71,100.0,81000,418,Monday,Weekday,Light_Load,418.0,
2018-01-01 22:45:00,Weekday,0,Monday,Light_Load,3.24,3.35,0.0,0.0,69.52,100.0,81900,48,Monday,Weekday,Light_Load,48.0,
2018-01-01 23:00:00,Weekday,0,Monday,Light_Load,3.53,3.74,0.0,0.0,68.64,100.0,82800,116,Monday,Weekday,Light_Load,116.0,
2018-01-01 23:15:00,Weekday,0,Monday,Light_Load,3.53,3.42,0.0,0.0,71.82,100.0,83700,924,Monday,Weekday,Light_Load,924.0,
2018-01-01 23:30:00,Weekday,0,Monday,Light_Load,3.24,2.95,0.0,0.0,73.94,100.0,84600,493,Monday,Weekday,Light_Load,493.0,
2018-01-01 23:45:00,Weekday,0,Monday,Light_Load,3.67,3.96,0.0,0.0,67.97,100.0,85500,489,Monday,Weekday,Light_Load,489.0,
2018-01-02 00:00:00,Weekday,0,Tuesday,Light_Load,4.61,4.21,0.0,0.0021275052835088835,73.84,100.0,0,370,Tuesday, wEEKDAY ,Light_Load,370.0,
2018-01-02 00:15:00,Weekday,0,Tuesday,Light_Load,3.2,3.1,0.0,0.0,71.82,100.0,900,663, tUESDAY ,Weekday,Light_Load,663.0,
2018-01-02 00:30:00,Weekday,0,Tuesday,Light_Load,3.85,4.61,0.0,0.0,64.1,100.0,1800,110,Tuesday,Weekday,Light_Load,110.0,
2018-01-02 00:45:00,Weekday,0,Tuesday,Light_Load,3.28,3.67,0.0,0.0,66.64,100.0,2700,452,Tuesday,Weekday,Light_Load,452.0,
2018-01-02 01:00:00,Weekday,0,Tuesday,Light_Load,3.35,3.6,0.0,0.0,68.12,100.0,3600,398,Tuesday,Weekday,Light_Load,398.0,
2018-01-02 01:15:00,Weekday,0,Tuesday,Light_Load,3.89,4.72,0.0,0.0,63.6,100.0,4500,bad,Tuesday,Weekday,Light_Load,,bad
2018-01-02 01:30:00,Weekday,0,Tuesday,Light_Load,3.28,3.53,0.0,0.0,68.07,100.0,5400,unknown,Tuesday,Weekday,Light_Load,,unknown
2018-01-02 02:00:00,Weekday,0,Tuesday,Light_Load,3.78,4.82,0.0,0.0,61.71,100.0,7200,13,Tuesday,Weekday,Light_Load,13.0,
2018-01-02 02:15:00,Weekday,0,Tuesday,Light_Load,3.31,3.53,0.0,0.0,68.4,100.0,8100,482,Tuesday,Weekday,Light_Load,482.0,
2018-01-02 02:30:00,Weekday,0,Tuesday,Light_Load,3.6,4.36,0.0,0.0,63.67,100.0,9000,80,Tuesday,Weekday,Light_Load,80.0,
2018-01-02 02:45:00,Weekday,0,Tuesday,Light_Load,3.64,4.39,0.0,0.0,63.83,100.0,9900,966,Tuesday,Weekday,Light_Load,966.0,
2018-01-02 03:00:00,Weekday,0,Tuesday,Light_Load,3.28,3.71,0.0,0.0,66.24,100.0,10800,999,Tuesday,Weekday,Light_Load,999.0,
2018-01-02 03:15:00,Weekday,0,Tuesday,Light_Load,3.71,4.57,0.0,0.0,63.03,100.0,11700,178,Tuesday,Weekday,Light_Load,178.0,
2018-01-02 03:30:00,Weekday,0,Tuesday,Light_Load,3.56,4.03,0.0,0.0,66.21,100.0,12600,,Tuesday,Weekday,Light_Load,,
2018-01-02 04:00:00,Weekday,0,Tuesday,Light_Load,3.89,4.64,0.0,0.0,64.25,100.0,14400,955,Tuesday,Weekday,Light_Load,955.0,
2018-01-02 04:15:00,Weekday,0,Tuesday,Light_Load,3.28,4.75,0.0,0.0,69.22,100.0,15300,bad,Tuesday,Weekday,Light_Load,,bad
2018-01-02 04:30:00,Weekday,0,Tuesday,Light_Load,3.28,3.49,0.0,0.0,68.48,100.0,16200,bad,Tuesday,Weekday,Light_Load,,bad
2018-01-02 04:45:00,Weekday,0,Tuesday,Light_Load,3.96,4.68,0.0,0.0,63.89,100.0,17100,27,Tuesday,Weekday,Light_Load,27.0,
2018-01-02 05:00:00,Weekday,0,Tuesday,Light_Load,3.24,3.42,0.0,0.0,68.77,100.0,18000,715, tUESDAY ,Weekday,Light_Load,715.0,
2018-01-02 05:15:00,Weekday,0,Tuesday,Light_Load,3.46,3.78,0.0,0.0,67.52,100.0,18900,509,Tuesday,Weekday,Light_Load,509.0,
2018-01-02 05:30:00,Weekday,0,Tuesday,Light_Load,3.67,4.07,0.0,0.0,66.97,100.0,19800,,Tuesday,Weekday,Light_Load,,
2018-01-02 06:00:00,Weekday,0,Tuesday,Light_Load,3.67,3.96,0.0,0.0,67.97,100.0,21600,unknown,Tuesday, wEEKDAY ,Light_Load,,unknown
2018-01-02 06:15:00,Weekday,0,Tuesday,Light_Load,3.53,3.78,0.0,0.0,68.25,100.0,22500,244,Tuesday,Weekday,Light_Load,244.0,
2018-01-02 06:30:00,Weekday,0,Tuesday,Light_Load,3.2,3.24,0.0,0.0,70.27,100.0,23400,272,Tuesday,Weekday,Light_Load,272.0,
2018-01-02 06:45:00,Weekday,0,Tuesday,Light_Load,3.78,4.07,0.0,0.0,68.05,100.0,24300,653,Tuesday,Weekday,Light_Load,653.0,
2018-01-02 07:00:00,Weekday,0,Tuesday,Light_Load,3.35,3.35,0.0,0.0,70.71,100.0,25200,58,Tuesday,Weekday,Light_Load,58.0,
2018-01-02 07:15:00,Weekday,0,Tuesday,Light_Load,3.53,3.49,0.0,0.0,71.11,100.0,26100,bad,Tuesday,Weekday,Light_Load,,bad
2018-01-02 07:30:00,Weekday,0,Tuesday,Light_Load,6.3,4.57,0.0,0.0,80.95,100.0,27000,721,Tuesday,Weekday,Light_Load,721.0,
2018-01-02 08:00:00,Weekday,0,Tuesday,Light_Load,6.73,4.54,0.0,0.0,82.9,100.0,28800,unknown,Tuesday,Weekday,Light_Load,,unknown
2018-01-02 08:15:00,Weekday,0,Tuesday,Light_Load,29.02,18.83,0.07,0.0,83.89,100.0,29700,585,Tuesday,Weekday,Light_Load,585.0,
2018-01-02 08:30:00,Weekday,0,Tuesday,Light_Load,46.19,28.66,0.0,0.0,84.97,100.0,30600,bad,Tuesday, wEEKDAY ,Light_Load,,bad
2018-01-02 08:45:00,Weekday,0,Tuesday,Light_Load,52.06,35.32,0.0,0.0,82.75,100.0,31500,741,Tuesday,Weekday,Light_Load,741.0,
2018-01-02 09:00:00,Weekday,0,Tuesday,Light_Load,56.2,12.53,0.11,0.0,97.6,100.0,32400,481,Tuesday,Weekday,Light_Load,481.0,
2018-01-02 09:15:00,Weekday,0,Tuesday,Medium_Load,56.84,8.32,0.0,0.0,98.95,100.0,33300,unknown, tUESDAY ,Weekday,Medium_Load,,unknown
2018-01-02 09:30:00,Weekday,0,Tuesday,Medium_Load,51.26,4.54,0.94,0.0,94.68,99.98,34200,831,Tuesday,Weekday,Medium_Load,831.0,
2018-01-02 09:45:00,Weekday,0,Tuesday,Medium_Load,48.13,2.34,1.15,0.0,99.88,99.97,35100,221,Tuesday,Weekday,Medium_Load,221.0,
2018-01-02 10:00:00,Weekday,0,Tuesday,Medium_Load,52.81,7.06,0.54,0.0,99.12,99.99,36000,bad,Tuesday,Weekday,Medium_Load,,bad
2018-01-02 10:15:00,Weekday,0,Tuesday,Maximum_Load,54.79,7.52,0.14,0.0,99.07,100.0,36900,,Tuesday,Weekday,Maximum_Load,,
2018-01-02 10:30:00,Weekday,0,Tuesday,Maximum_Load,53.21,8.35,0.11,0.0,98.79,100.0,37800,919,Tuesday,Weekday,Maximum_Load,919.0,
2018-01-02 10:45:00,Weekday,0,Tuesday,Maximum_Load,80.21,32.4,0.0,0.0,92.72,100.0,38700,unknown,Tuesday,Weekday,Maximum_Load,,unknown
2018-01-02 11:00:00,Weekday,0,Tuesday,Maximum_Load,77.58,30.53,0.0,0.0,95.0,100.0,39600,442,Tuesday,Weekday,Maximum_Load,442.0,
2018-01-02 11:15:00,Weekday,0,Tuesday,Maximum_Load,125.19,54.885,0.0,0.0,87.57,100.0,40500,996, tUESDAY ,Weekday,Maximum_Load,996.0,
2018-01-02 11:30:00,Weekday,0,Tuesday,Maximum_Load,125.19,54.885,0.0,0.0,87.87,100.0,41400,706,Tuesday,Weekday,Maximum_Load,706.0,
2018-01-02 12:00:00,Weekday,0,Tuesday,Maximum_Load,123.3,54.885,0.0,0.0,88.15,100.0,43200,19,Tuesday,Weekday,Maximum_Load,19.0,
2018-01-02 12:15:00,Weekday,0,Tuesday,Medium_Load,19.22,5.54,5.4,0.0,96.09,71.3,44100,975,Tuesday,Weekday,Medium_Load,975.0,
2018-01-02 12:30:00,Weekday,0,Tuesday,Medium_Load,8.46,0.0,5.4,0.0,100.0,31.03,45000,756,Tuesday,Weekday,Medium_Load,756.0,
2018-01-02 12:45:00,Weekday,0,Tuesday,Medium_Load,8.24,0.0,5.4,0.0,100.0,30.92,45900,bad,Tuesday,Weekday,Medium_Load,,bad
2018-01-02 13:00:00,Weekday,0,Tuesday,Medium_Load,8.03,0.0,5.4,0.0,100.0,30.05,46800,676,Tuesday,Weekday,Medium_Load,676.0,
2018-01-02 13:15:00,Weekday,0,Tuesday,Medium_Load,79.67,27.29,5.4,0.0,94.6,99.67,47700,856,Tuesday,Weekday,Medium_Load,856.0,
2018-01-02 13:30:00,Weekday,0,Tuesday,Medium_Load,97.85,46.8,0.0,0.0,90.21,100.0,48600,883,Tuesday,Weekday,Medium_Load,883.0,
2018-01-02 13:45:00,Weekday,0,Tuesday,Medium_Load,124.45,49.79,0.0,0.0,92.85,100.0,49500,723, tUESDAY ,Weekday,Medium_Load,723.0,
2018-01-02 14:00:00,Weekday,0,Tuesday,Medium_Load,108.61,43.34,0.0,0.0,92.88,100.0,50400,857,Tuesday,Weekday,Medium_Load,857.0,
2018-01-02 14:15:00,Weekday,0,Tuesday,Medium_Load,123.12,54.885,0.0,0.0,91.23,100.0,51300,381,Tuesday, wEEKDAY ,Medium_Load,381.0,
2018-01-02 14:30:00,Weekday,0,Tuesday,Medium_Load,125.19,53.5,0.0,0.0,92.38,100.0,52200,173, tUESDAY ,Weekday,Medium_Load,173.0,
2018-01-02 14:45:00,Weekday,0,Tuesday,Medium_Load,82.08,27.58,0.0,0.0,94.79,100.0,53100,683,Tuesday,Weekday,Medium_Load,683.0,
2018-01-02 15:00:00,Weekday,0,Tuesday,Medium_Load,125.19,54.885,0.0,0.0,92.09,100.0,54000,304,Tuesday,Weekday,Medium_Load,304.0,
2018-01-02 15:15:00,Weekday,0,Tuesday,Medium_Load,86.9,34.27,0.0,0.0,93.03,100.0,54900,293,Tuesday,Weekday,Medium_Load,293.0,
2018-01-02 15:30:00,Weekday,0,Tuesday,Medium_Load,125.19,54.885,0.0,0.0,94.68,100.0,55800,653, tUESDAY ,Weekday,Medium_Load,653.0,
2018-01-02 15:45:00,Weekday,0,Tuesday,Medium_Load,116.53,52.88,0.0,0.05,91.06,100.0,56700,378,Tuesday,Weekday,Medium_Load,378.0,
2018-01-02 16:00:00,Weekday,0,Tuesday,Medium_Load,125.19,54.885,0.0,0.0,90.4,100.0,57600,bad,Tuesday,Weekday,Medium_Load,,bad
2018-01-02 16:15:00,Weekday,0,Tuesday,Medium_Load,125.19,54.885,0.0,0.0,92.33,100.0,58500,731,Tuesday,Weekday,Medium_Load,731.0,
2018-01-02 16:30:00,Weekday,0,Tuesday,Medium_Load,85.72,34.85,0.0,0.0,92.64,100.0,59400,485,Tuesday,Weekday,Medium_Load,485.0,
2018-01-02 16:45:00,Weekday,0,Tuesday,Medium_Load,125.19,54.885,0.0,0.0,91.44,100.0,60300,210,Tuesday,Weekday,Medium_Load,210.0,
2018-01-02 17:00:00,Weekday,0,Tuesday,Medium_Load,86.94,30.78,0.0,0.0,94.27,100.0,61200,197, tUESDAY ,Weekday,Medium_Load,197.0,
2018-01-02 17:15:00,Weekday,0,Tuesday,Maximum_Load,67.25,25.81,0.0,0.0,93.36,100.0,62100,unknown,Tuesday,Weekday,Maximum_Load,,unknown
2018-01-02 17:30:00,Weekday,0,Tuesday,Light_Load,115.78,50.04,0.0,0.0,91.79,100.0,63000,unknown,Tuesday,Weekday,,,unknown
2018-01-02 17:45:00,Weekday,0,Tuesday,Maximum_Load,113.11,34.63,0.0,0.0,95.62,100.0,63900,unknown,Tuesday,Weekday,Maximum_Load,,unknown
2018-01-02 18:00:00,Weekday,0,Tuesday,Maximum_Load,76.75,11.74,1.04,0.0,98.85,99.99,64800,781,Tuesday,Weekday,Maximum_Load,781.0,
2018-01-02 18:15:00,Weekday,0,Tuesday,Maximum_Load,41.9,15.23,0.14,0.0,93.98,100.0,65700,,Tuesday,Weekday,Maximum_Load,,
2018-01-02 18:30:00,Weekday,0,Tuesday,Light_Load,37.4,19.94,0.0,0.0,88.24,100.0,66600,,Tuesday,Weekday,,,
2018-01-02 18:45:00,Weekday,0,Tuesday,Maximum_Load,40.25,8.82,0.5,0.0,97.68,99.99,67500,449,Tuesday,Weekday,Maximum_Load,449.0,
2018-01-02 19:00:00,Weekday,0,Tuesday,Maximum_Load,34.92,1.98,1.58,0.0,99.84,99.9,68400,438,Tuesday,Weekday,Maximum_Load,438.0,
2018-01-02 19:15:00,Weekday,0,Tuesday,Maximum_Load,41.36,6.44,0.43,0.0,98.81,99.99,69300,375, tUESDAY ,Weekday,Maximum_Load,375.0,
2018-01-02 19:30:00,Weekday,0,Tuesday,Light_Load,35.96,2.52,1.37,0.0,99.76,99.93,70200,unknown,Tuesday,Weekday,,,unknown
2018-01-02 19:45:00,Weekday,0,Tuesday,Maximum_Load,39.42,5.29,0.47,0.0,99.11,99.99,71100,599,Tuesday,Weekday,Maximum_Load,599.0,
2018-01-02 20:00:00,Weekday,0,Tuesday,Maximum_Load,38.16,4.68,0.5,0.0,99.26,99.99,72000,291,Tuesday,Weekday,Maximum_Load,291.0,
2018-01-02 20:15:00,Weekday,0,Tuesday,Medium_Load,33.23,1.51,3.96,0.0,99.9,99.3,72900,0,Tuesday,Weekday,Medium_Load,0.0,
2018-01-02 20:30:00,Weekday,0,Tuesday,Medium_Load,25.88,0.0,0.0,0.0,100.0,90.55,73800,523,Tuesday,Weekday,Medium_Load,523.0,
